0.2 0.2  0.2

3

4.0   3.0   2.0
1.0  -4.0   4.0
-3.0  1.0   5.0

2

.1     .1   .1
0.3   0.45  0.35
0.6   0.45  0.35

32

1.0   1.0  1.0
0.2   0.2  0.2  
0.8   0.2  0.1    

64


91

S 0.0      0.0      0.0      0.5         1
S 0.272166 0.272166 0.544331 0.166667    1
S 0.420314 0.420314 0.618405 0.0555556    1
S 0.461844 0.304709 0.43322 0.0555556    1
S 0.304709 0.461844 0.43322 0.0555556    1
S 0.230635 0.38777 0.729516 0.0555556    1
S 0.115031 0.4293 0.544331 0.0555556    1
S 0.082487 0.239622 0.655442 0.0555556    1
S 0.38777 0.230635 0.729516 0.0555556    1
S 0.239622 0.082487 0.655442 0.0555556    1
S 0.4293 0.115031 0.544331 0.0555556    1
S 0.643951 0.172546 1.11022e-16 0.166667    1
S 0.802608 0.281471 -0.111111 0.0555556    1
S 0.643951 0.172546 -0.222222 0.0555556    1
S 0.594141 0.358439 -0.111111 0.0555556    1
S 0.802608 0.281471 0.111111 0.0555556    1
S 0.594141 0.358439 0.111111 0.0555556    1
S 0.643951 0.172546 0.222222 0.0555556    1
S 0.852418 0.0955788 1.83812e-16 0.0555556    1
S 0.69376 -0.0133465 0.111111 0.0555556    1
S 0.69376 -0.0133465 -0.111111 0.0555556    1
S 0.172546 0.643951 1.11022e-16 0.166667    1
S 0.281471 0.802608 -0.111111 0.0555556    1
S 0.358439 0.594141 -0.111111 0.0555556    1
S 0.172546 0.643951 -0.222222 0.0555556    1
S 0.0955788 0.852418 1.03629e-16 0.0555556    1
S -0.0133465 0.69376 -0.111111 0.0555556    1
S -0.0133465 0.69376 0.111111 0.0555556    1
S 0.281471 0.802608 0.111111 0.0555556    1
S 0.172546 0.643951 0.222222 0.0555556    1
S 0.358439 0.594141 0.111111 0.0555556    1
S -0.371785 0.0996195 0.544331 0.166667    1
S -0.393621 0.220501 0.729516 0.0555556    1
S -0.191247 0.166275 0.655442 0.0555556    1
S -0.31427 0.31427 0.544331 0.0555556    1
S -0.574159 0.153845 0.618405 0.0555556    1
S -0.494808 0.247614 0.43322 0.0555556    1
S -0.552323 0.0329639 0.43322 0.0555556    1
S -0.451136 0.0058509 0.729516 0.0555556    1
S -0.4293 -0.115031 0.544331 0.0555556    1
S -0.248762 -0.0483751 0.655442 0.0555556    1
S -0.471405 0.471405 1.11022e-16 0.166667    1
S -0.508983 0.690426 8.51251e-17 0.0555556    1
S -0.335322 0.607487 0.111111 0.0555556    1
S -0.335322 0.607487 -0.111111 0.0555556    1
S -0.645066 0.554344 -0.111111 0.0555556    1
S -0.471405 0.471405 -0.222222 0.0555556    1
S -0.607487 0.335322 -0.111111 0.0555556    1
S -0.645066 0.554344 0.111111 0.0555556    1
S -0.607487 0.335322 0.111111 0.0555556    1
S -0.471405 0.471405 0.222222 0.0555556    1
S -0.643951 -0.172546 1.11022e-16 0.166667    1
S -0.835815 -0.157543 0.111111 0.0555556    1
S -0.643951 -0.172546 0.222222 0.0555556    1
S -0.69376 0.0133465 0.111111 0.0555556    1
S -0.835815 -0.157543 -0.111111 0.0555556    1
S -0.69376 0.0133465 -0.111111 0.0555556    1
S -0.643951 -0.172546 -0.222222 0.0555556    1
S -0.786005 -0.343435 8.51251e-17 0.0555556    1
S -0.594141 -0.358439 -0.111111 0.0555556    1
S -0.594141 -0.358439 0.111111 0.0555556    1
S 0.0996195 -0.371785 0.544331 0.166667    1
S 0.220501 -0.393621 0.729516 0.0555556    1
S 0.31427 -0.31427 0.544331 0.0555556    1
S 0.166275 -0.191247 0.655442 0.0555556    1
S 0.0058509 -0.451136 0.729516 0.0555556    1
S -0.0483751 -0.248762 0.655442 0.0555556    1
S -0.115031 -0.4293 0.544331 0.0555556    1
S 0.153845 -0.574159 0.618405 0.0555556    1
S 0.0329639 -0.552323 0.43322 0.0555556    1
S 0.247614 -0.494808 0.43322 0.0555556    1
S -0.172546 -0.643951 1.11022e-16 0.166667    1
S -0.157543 -0.835815 0.111111 0.0555556    1
S 0.0133465 -0.69376 0.111111 0.0555556    1
S -0.172546 -0.643951 0.222222 0.0555556    1
S -0.343435 -0.786005 9.1293e-17 0.0555556    1
S -0.358439 -0.594141 0.111111 0.0555556    1
S -0.358439 -0.594141 -0.111111 0.0555556    1
S -0.157543 -0.835815 -0.111111 0.0555556    1
S -0.172546 -0.643951 -0.222222 0.0555556    1
S 0.0133465 -0.69376 -0.111111 0.0555556    1
S 0.471405 -0.471405 1.11022e-16 0.166667    1
S 0.690426 -0.508983 1.83812e-16 0.0555556    1
S 0.607487 -0.335322 -0.111111 0.0555556    1
S 0.607487 -0.335322 0.111111 0.0555556    1
S 0.554344 -0.645066 0.111111 0.0555556    1
S 0.471405 -0.471405 0.222222 0.0555556    1
S 0.335322 -0.607487 0.111111 0.0555556    1
S 0.554344 -0.645066 -0.111111 0.0555556    1
S 0.335322 -0.607487 -0.111111 0.0555556    1
S 0.471405 -0.471405 -0.222222 0.0555556    1
